"","Country Name","Year","FSI","Rule of Law","Voice.Accountability","No violence Index","CorruptionPI","Human Development Index","Life_Satisfaction","Healthcare_Exp","GDP Per Capita","Unemployment Rate","Aid per capita","FSI (Year+4)"
"186","South Africa","2009",67.4,0.1239867,0.5705026,-0.1132994,4.7,0.655,5.218,7.11458683,5862.79710791594,23.52,21.2805788193319,67.6
"187","South Africa","2010",67.9,0.1411913,0.6020697,-0.029427,4.5,0.664,4.652,7.41535425,7328.61519967084,24.68,20.2329438900833,66.6
"188","South Africa","2011",67.6,0.1524518,0.5908386,0.0240316,4.08,0.665,4.931,7.49731731,8007.47643908404,24.64,26.8628652537046,67
"189","South Africa","2012",66.8,0.1104267,0.5821533,-0.0253867,43,0.675,5.134,7.7525506,7501.66109639676,24.73,20.1736951391125,69.9
"190","South Africa","2013",67.6,0.1580778,0.6007034,-0.0462945,42,0.685,3.661,7.72096157,6832.72554600295,24.56,24.1275718493086,72.3
"191","South Africa","2014",66.6,0.1827036,0.6421182,-0.146389,44,0.693,4.828,7.93015003,6433.40040236585,24.89,19.7527938893368,72.9
"192","South Africa","2015",67,0.0881371,0.650173,-0.2129929,44,0.701,4.887,8.20090294,5734.63342207587,25.15,25.6429523215586,71.1
"193","Thailand","2006",74.9,-0.0557727,-0.739194,-1.130407,3.6,0.697,5.885,3.09970689,3369.54319807344,1.22,-3.25424300853523,78.8
"194","Thailand","2007",76,-0.1189613,-0.5625023,-1.111438,3.3,0.714,5.784,3.19277501,3973.01717157725,1.18,-4.64219446202717,78.3
"195","Thailand","2008",75.6,-0.1402466,-0.5296669,-1.271436,3.5,0.718,5.636,3.45933962,4379.65878719505,1.18,-9.25147968308335,77
"196","Thailand","2009",79.2,-0.2301871,-0.4558837,-1.424786,3.4,0.722,5.476,3.6193974,4213.00665375142,0.93,-0.464056675490954,75.1
"197","Thailand","2010",78.8,-0.2046878,-0.495822,-1.442788,3.5,0.724,6.217,3.39009976,5076.33987220163,0.62,-0.302998599812433,77
"198","Thailand","2011",78.3,-0.2038983,-0.4051817,-1.133534,3.38,0.733,6.664,3.56825638,5492.12149993341,0.66,-1.98642202469328,79.1
"199","Thailand","2012",77,-0.1510798,-0.3211412,-1.216631,37,0.737,6.3,3.52293992,5860.58147053475,0.58,-1.93658315866599,78.8
"200","Thailand","2013",75.1,-0.1205995,-0.4299258,-1.311683,35,0.734,6.231,3.45313358,6168.26135569944,0.21,0.422484468861352,76.2
"201","Thailand","2014",77,-0.1914607,-0.8747826,-0.9063863,38,0.742,6.985,3.68448043,5951.88348654008,0.58,5.17996047744218,75
"202","Thailand","2015",79.1,-0.1477922,-0.9691051,-0.9944293,38,0.749,6.202,3.66789317,5840.05306687798,0.6,0.853822438441944,73.1
"203","Tunisia","2009",67.6,0.1295527,-1.358339,0.0617746,4.2,0.709,5.025,5.67045975,4128.46395929364,13.29,46.9033341793338,76.5
"204","Tunisia","2010",67.5,0.0617256,-1.416165,-0.0639764,4.3,0.716,5.131,5.88395596,4141.97596390705,13.05,51.7289469508284,77.5
"205","Tunisia","2011",70.1,-0.1321484,-0.3705043,-0.3537418,3.76,0.718,4.876,6.43202877,4264.6781221604,18.33,86.1330297427441,75.7
"206","Tunisia","2012",74.2,-0.129358,-0.1716522,-0.7213169,41,0.72,4.464,6.6064229,4152.68439365665,17.63,94.2316460315601,74.6
"207","Tunisia","2013",76.5,-0.1893115,-0.0844274,-0.9025633,41,0.723,5.246,6.85662031,4222.70514036347,15.93,65.2481786543999,74.2
"208","Tunisia","2014",77.5,-0.1097689,0.192784,-0.8516615,40,0.726,4.764,6.80739641,4305.48235674968,15.06,83.402670946958,72.1
"209","Tunisia","2015",75.7,-0.0661719,0.2414132,-0.9603872,38,0.729,5.132,7.00741243,3861.69240015155,15.16,44.3535034381804,70.1
"210","Turkey","2007",74.9,0.021233,-0.0533246,-0.8175476,4.1,0.712,5.623,5.23760796,9791.88245001167,8.87,11.4348774487172,74.9
"211","Turkey","2008",75.4,0.0830613,-0.0412864,-0.8235704,4.6,0.714,5.118,5.21761799,10941.172146426,9.71,15.8690997838576,76.6
"212","Turkey","2009",78.2,0.1048895,-0.0555225,-1.031842,4.4,0.72,5.213,5.49438715,9103.47405061243,12.55,19.0158897068628,75.9
"213","Turkey","2010",77.1,0.1106696,-0.0848207,-0.9152855,4.4,0.739,5.49,5.02053452,10742.7749787626,10.66,14.5117325744766,74.1
"214","Turkey","2011",74.9,0.0747859,-0.1368507,-0.9599971,4.21,0.753,5.272,4.6530509,11420.5554558378,8.8,44.7729347549232,74.6
"215","Turkey","2012",76.6,0.0363026,-0.2069335,-1.220532,49,0.765,5.309,4.44444656,11795.6334567571,8.15,41.689568849109,77.3
"216","Turkey","2013",75.9,0.0668904,-0.2513264,-1.249933,50,0.785,4.888,4.37099981,12614.7816100386,8.73,37.5083708803457,80.8
"217","Turkey","2014",74.1,0.0050337,-0.3384197,-1.086036,45,0.796,5.58,4.32517862,12157.9904337823,9.88,44.6303632880921,82.2
"218","Turkey","2015",74.6,-0.1131079,-0.3677201,-1.493914,42,0.801,5.514,4.11690378,11006.2795239649,10.24,27.2669809688458,80.3
"219","Uruguay","2006",41.2,0.5625108,1.030711,0.8994041,6.4,0.763,5.786,8.41139698,5887.84516224163,10.84,7.40060696714101,41.3
"220","Uruguay","2007",40.9,0.6046594,1.045523,0.8354977,6.7,0.765,5.694,8.14048386,7026.50305539297,9.4,11.1172709728264,40.4
"221","Uruguay","2008",41.4,0.5952185,1.062145,0.8462693,6.9,0.769,5.664,8.82686996,9091.0790391692,8.03,9.83767260021166,40.5
"222","Uruguay","2009",41.2,0.7180718,1.105795,0.7903185,6.7,0.775,6.296,8.63627434,9451.93244869934,7.74,15.1447481912389,38.4
"223","Uruguay","2010",41.3,0.7386154,1.146545,0.824986,6.9,0.782,6.062,8.59421539,11992.0237658273,7.16,13.6666474702747,37.9
"224","Uruguay","2011",40.4,0.6989948,1.121431,0.9570969,7.04,0.789,6.554,8.63529015,14236.7149957359,6.31,5.41121993841251,36.4
"225","Uruguay","2012",40.5,0.5931489,1.060967,0.7091678,72,0.793,6.45,8.76412106,15171.5801734227,6.45,5.13765287116703,36.2
"226","Uruguay","2013",38.4,0.5642031,1.085263,0.8047382,73,0.8,6.444,8.81995773,16973.6892364718,6.44,10.7746540892832,36.8
"227","Uruguay","2014",37.9,0.7104971,1.107863,0.9918796,73,0.803,6.561,8.77023602,16831.9481943721,6.55,26.9288758583301,35.4
"228","Uruguay","2015",36.4,0.71231,1.143404,1.004238,74,0.806,6.628,9.00821114,15613.7459681824,7.49,6.79364360721246,34
